regularity,vertices,seed,tree-decomp-width,algorithm,tree-decomp-time,simulation-time
3,10,0,4,freetdi,0.004,0.0917196
3,10,1,4,freetdi,0.004,0.0950343
3,10,2,6,freetdi,0.003,0.168824
3,10,3,5,freetdi,0.006,0.108462
3,10,4,6,freetdi,0.005,0.198836
3,10,5,6,freetdi,0.006,0.165958
3,10,6,5,freetdi,0.008,0.103641
3,10,7,5,freetdi,0.006,0.11607
3,10,8,5,freetdi,0.006,0.118151
3,10,9,5,freetdi,0.01,0.124475
3,10,10,5,freetdi,0.005,0.108792
3,10,11,5,freetdi,0.006,0.129817
3,10,12,5,freetdi,0.005,0.107476
3,10,13,4,freetdi,0.008,0.0964069
3,10,14,4,freetdi,0.003,0.0824678
3,10,15,5,freetdi,0.003,0.137839
3,10,16,5,freetdi,0.005,0.107462
3,10,17,5,freetdi,0.006,0.12965
3,10,18,6,freetdi,0.009,0.198403
3,10,19,5,freetdi,0.005,0.108754
3,10,20,5,freetdi,0.007,0.108358
3,10,21,5,freetdi,0.009,0.106374
3,10,22,5,freetdi,0.007,0.128603
3,10,23,5,freetdi,0.003,0.111675
3,10,24,5,freetdi,0.007,0.109204
3,10,25,4,freetdi,0.007,0.0975698
3,10,26,5,freetdi,0.007,0.118328
3,10,27,5,freetdi,0.007,0.106736
3,10,28,5,freetdi,0.005,0.114619
3,10,29,5,freetdi,0.008,0.104942
3,10,30,5,freetdi,0.005,0.113328
3,10,31,6,freetdi,0.005,0.242944
3,10,32,5,freetdi,0.004,0.101578
3,10,33,5,freetdi,0.006,0.12466
3,10,34,5,freetdi,0.009,0.1211
3,10,35,5,freetdi,0.003,0.115375
3,10,36,4,freetdi,0.002,0.0972125
3,10,37,5,freetdi,0.006,0.103244
3,10,38,5,freetdi,0.004,0.127381
3,10,39,5,freetdi,0.005,0.106503
3,10,40,5,freetdi,0.007,0.101813
3,10,41,5,freetdi,0.01,0.130574
3,10,42,5,freetdi,0.006,0.105712
3,10,43,5,freetdi,0.007,0.10224
3,10,44,5,freetdi,0.003,0.111217
3,10,45,5,freetdi,0.007,0.129466
3,10,46,4,freetdi,0.004,0.0808322
3,10,47,6,freetdi,0.002,0.168588
3,10,48,5,freetdi,0.006,0.113228
3,10,49,6,freetdi,0.007,0.162193
3,12,0,NaN,freetdi,NaN,NaN
3,12,1,NaN,freetdi,NaN,NaN
3,12,2,NaN,freetdi,NaN,NaN
3,12,3,NaN,freetdi,NaN,NaN
3,12,4,NaN,freetdi,NaN,NaN
3,12,5,NaN,freetdi,NaN,NaN
3,12,6,NaN,freetdi,NaN,NaN
3,12,7,NaN,freetdi,NaN,NaN
3,12,8,NaN,freetdi,NaN,NaN
3,12,9,NaN,freetdi,NaN,NaN
3,12,10,NaN,freetdi,NaN,NaN
3,12,11,NaN,freetdi,NaN,NaN
3,12,12,NaN,freetdi,NaN,NaN
3,12,13,NaN,freetdi,NaN,NaN
3,12,14,NaN,freetdi,NaN,NaN
3,12,15,NaN,freetdi,NaN,NaN
3,12,16,NaN,freetdi,NaN,NaN
3,12,17,NaN,freetdi,NaN,NaN
3,12,18,NaN,freetdi,NaN,NaN
3,12,19,NaN,freetdi,NaN,NaN
3,12,20,NaN,freetdi,NaN,NaN
3,12,21,NaN,freetdi,NaN,NaN
3,12,22,NaN,freetdi,NaN,NaN
3,12,23,NaN,freetdi,NaN,NaN
3,12,24,NaN,freetdi,NaN,NaN
3,12,25,NaN,freetdi,NaN,NaN
3,12,26,NaN,freetdi,NaN,NaN
3,12,27,NaN,freetdi,NaN,NaN
3,12,28,NaN,freetdi,NaN,NaN
3,12,29,NaN,freetdi,NaN,NaN
3,12,30,NaN,freetdi,NaN,NaN
3,12,31,NaN,freetdi,NaN,NaN
3,12,32,NaN,freetdi,NaN,NaN
3,12,33,NaN,freetdi,NaN,NaN
3,12,34,NaN,freetdi,NaN,NaN
3,12,35,NaN,freetdi,NaN,NaN
3,12,36,NaN,freetdi,NaN,NaN
3,12,37,NaN,freetdi,NaN,NaN
3,12,38,NaN,freetdi,NaN,NaN
3,12,39,NaN,freetdi,NaN,NaN
3,12,40,NaN,freetdi,NaN,NaN
3,12,41,NaN,freetdi,NaN,NaN
3,12,42,NaN,freetdi,NaN,NaN
3,12,43,NaN,freetdi,NaN,NaN
3,12,44,NaN,freetdi,NaN,NaN
3,12,45,NaN,freetdi,NaN,NaN
3,12,46,NaN,freetdi,NaN,NaN
3,12,47,NaN,freetdi,NaN,NaN
3,12,48,NaN,freetdi,NaN,NaN
3,12,49,NaN,freetdi,NaN,NaN
3,14,0,5,freetdi,0.007,0.236066
3,14,1,6,freetdi,0.007,0.325936
3,14,2,5,freetdi,0.008,0.192446
3,14,3,5,freetdi,0.005,0.255638
3,14,4,5,freetdi,0.004,0.206907
3,14,5,6,freetdi,0.005,0.307255
3,14,6,5,freetdi,0.006,0.23433
3,14,7,5,freetdi,0.006,0.267866
3,14,8,5,freetdi,0.006,0.221766
3,14,9,5,freetdi,0.008,0.238066
3,14,10,5,freetdi,0.015,0.256061
3,14,11,6,freetdi,0.005,0.349744
3,14,12,6,freetdi,0.009,0.303799
3,14,13,5,freetdi,0.006,0.240901
3,14,14,4,freetdi,0.009,0.190296
3,14,15,5,freetdi,0.005,0.204793
3,14,16,5,freetdi,0.006,0.197119
3,14,17,4,freetdi,0.007,0.18876
3,14,18,6,freetdi,0.006,0.371202
3,14,19,5,freetdi,0.007,0.240545
3,14,20,5,freetdi,0.007,0.265614
3,14,21,5,freetdi,0.007,0.210486
3,14,22,6,freetdi,0.007,0.306229
3,14,23,5,freetdi,0.009,0.248557
3,14,24,6,freetdi,0.008,0.377433
3,14,25,5,freetdi,0.005,0.256156
3,14,26,5,freetdi,0.003,0.273674
3,14,27,5,freetdi,0.003,0.256598
3,14,28,5,freetdi,0.004,0.261712
3,14,29,5,freetdi,0.008,0.248943
3,14,30,5,freetdi,0.008,0.232442
3,14,31,5,freetdi,0.005,0.214595
3,14,32,5,freetdi,0.003,0.237801
3,14,33,5,freetdi,0.007,0.260942
3,14,34,6,freetdi,0.006,0.298058
3,14,35,6,freetdi,0.005,0.297982
3,14,36,5,freetdi,0.01,0.206116
3,14,37,6,freetdi,0.009,0.396316
3,14,38,5,freetdi,0.002,0.213014
3,14,39,5,freetdi,0.003,0.205358
3,14,40,6,freetdi,0.006,0.305507
3,14,41,5,freetdi,0.006,0.2302
3,14,42,5,freetdi,0.007,0.235007
3,14,43,6,freetdi,0.005,0.299652
3,14,44,5,freetdi,0.006,0.233965
3,14,45,5,freetdi,0.005,0.206555
3,14,46,5,freetdi,0.009,0.224507
3,14,47,6,freetdi,0.007,0.35494
3,14,48,4,freetdi,0.006,0.180388
3,14,49,5,freetdi,0.009,0.266856
3,16,0,NaN,freetdi,NaN,NaN
3,16,1,NaN,freetdi,NaN,NaN
3,16,2,NaN,freetdi,NaN,NaN
3,16,3,NaN,freetdi,NaN,NaN
3,16,4,NaN,freetdi,NaN,NaN
3,16,5,NaN,freetdi,NaN,NaN
3,16,6,NaN,freetdi,NaN,NaN
3,16,7,NaN,freetdi,NaN,NaN
3,16,8,NaN,freetdi,NaN,NaN
3,16,9,NaN,freetdi,NaN,NaN
3,16,10,NaN,freetdi,NaN,NaN
3,16,11,NaN,freetdi,NaN,NaN
3,16,12,NaN,freetdi,NaN,NaN
3,16,13,NaN,freetdi,NaN,NaN
3,16,14,NaN,freetdi,NaN,NaN
3,16,15,NaN,freetdi,NaN,NaN
3,16,16,NaN,freetdi,NaN,NaN
3,16,17,NaN,freetdi,NaN,NaN
3,16,18,NaN,freetdi,NaN,NaN
3,16,19,NaN,freetdi,NaN,NaN
3,16,20,NaN,freetdi,NaN,NaN
3,16,21,NaN,freetdi,NaN,NaN
3,16,22,NaN,freetdi,NaN,NaN
3,16,23,NaN,freetdi,NaN,NaN
3,16,24,NaN,freetdi,NaN,NaN
3,16,25,NaN,freetdi,NaN,NaN
3,16,26,NaN,freetdi,NaN,NaN
3,16,27,NaN,freetdi,NaN,NaN
3,16,28,NaN,freetdi,NaN,NaN
3,16,29,NaN,freetdi,NaN,NaN
3,16,30,NaN,freetdi,NaN,NaN
3,16,31,NaN,freetdi,NaN,NaN
3,16,32,NaN,freetdi,NaN,NaN
3,16,33,NaN,freetdi,NaN,NaN
3,16,34,NaN,freetdi,NaN,NaN
3,16,35,NaN,freetdi,NaN,NaN
3,16,36,NaN,freetdi,NaN,NaN
3,16,37,NaN,freetdi,NaN,NaN
3,16,38,NaN,freetdi,NaN,NaN
3,16,39,NaN,freetdi,NaN,NaN
3,16,40,NaN,freetdi,NaN,NaN
3,16,41,NaN,freetdi,NaN,NaN
3,16,42,NaN,freetdi,NaN,NaN
3,16,43,NaN,freetdi,NaN,NaN
3,16,44,NaN,freetdi,NaN,NaN
3,16,45,NaN,freetdi,NaN,NaN
3,16,46,NaN,freetdi,NaN,NaN
3,16,47,NaN,freetdi,NaN,NaN
3,16,48,NaN,freetdi,NaN,NaN
3,16,49,NaN,freetdi,NaN,NaN
3,18,0,6,freetdi,0.007,0.613759
3,18,1,7,freetdi,0.006,1.08235
3,18,2,6,freetdi,0.005,0.644838
3,18,3,5,freetdi,0.003,0.4487
3,18,4,6,freetdi,0.007,0.540168
3,18,5,5,freetdi,0.008,0.400677
3,18,6,5,freetdi,0.006,0.367554
3,18,7,5,freetdi,0.005,0.436879
3,18,8,7,freetdi,0.009,0.899597
3,18,9,7,freetdi,0.008,1.10123
3,18,10,6,freetdi,0.008,0.595772
3,18,11,5,freetdi,0.003,0.30911
3,18,12,6,freetdi,0.006,0.503884
3,18,13,7,freetdi,0.006,1.24874
3,18,14,6,freetdi,0.009,0.502496
3,18,15,7,freetdi,0.012,1.02528
3,18,16,7,freetdi,0.011,1.02137
3,18,17,5,freetdi,0.009,0.458781
3,18,18,6,freetdi,0.006,0.571503
3,18,19,6,freetdi,0.005,0.487119
3,18,20,7,freetdi,0.003,1.4478
3,18,21,6,freetdi,0.006,0.523536
3,18,22,6,freetdi,0.007,0.473457
3,18,23,6,freetdi,0.009,0.614324
3,18,24,5,freetdi,0.009,0.416822
3,18,25,6,freetdi,0.009,0.794799
3,18,26,5,freetdi,0.007,0.329562
3,18,27,5,freetdi,0.006,0.434495
3,18,28,6,freetdi,0.008,0.664723
3,18,29,6,freetdi,0.007,0.609302
3,18,30,6,freetdi,0.008,0.647007
3,18,31,6,freetdi,0.007,0.557914
3,18,32,6,freetdi,0.006,0.546832
3,18,33,7,freetdi,0.008,1.44254
3,18,34,5,freetdi,0.007,0.421084
3,18,35,6,freetdi,0.006,0.493753
3,18,36,6,freetdi,0.006,0.706296
3,18,37,5,freetdi,0.01,0.416747
3,18,38,5,freetdi,0.009,0.392539
3,18,39,8,freetdi,0.012,2.99329
3,18,40,6,freetdi,0.011,0.77688
3,18,41,6,freetdi,0.009,0.54432
3,18,42,5,freetdi,0.01,0.432151
3,18,43,6,freetdi,0.009,0.633574
3,18,44,5,freetdi,0.011,0.314236
3,18,45,6,freetdi,0.011,0.475278
3,18,46,6,freetdi,0.007,0.51954
3,18,47,5,freetdi,0.007,0.397243
3,18,48,5,freetdi,0.005,0.419627
3,18,49,6,freetdi,0.004,0.57172
3,20,0,NaN,freetdi,NaN,NaN
3,20,1,NaN,freetdi,NaN,NaN
3,20,2,NaN,freetdi,NaN,NaN
3,20,3,NaN,freetdi,NaN,NaN
3,20,4,NaN,freetdi,NaN,NaN
3,20,5,NaN,freetdi,NaN,NaN
3,20,6,NaN,freetdi,NaN,NaN
3,20,7,NaN,freetdi,NaN,NaN
3,20,8,NaN,freetdi,NaN,NaN
3,20,9,NaN,freetdi,NaN,NaN
3,20,10,NaN,freetdi,NaN,NaN
3,20,11,NaN,freetdi,NaN,NaN
3,20,12,NaN,freetdi,NaN,NaN
3,20,13,NaN,freetdi,NaN,NaN
3,20,14,NaN,freetdi,NaN,NaN
3,20,15,NaN,freetdi,NaN,NaN
3,20,16,NaN,freetdi,NaN,NaN
3,20,17,NaN,freetdi,NaN,NaN
3,20,18,NaN,freetdi,NaN,NaN
3,20,19,NaN,freetdi,NaN,NaN
3,20,20,NaN,freetdi,NaN,NaN
3,20,21,NaN,freetdi,NaN,NaN
3,20,22,NaN,freetdi,NaN,NaN
3,20,23,NaN,freetdi,NaN,NaN
3,20,24,NaN,freetdi,NaN,NaN
3,20,25,NaN,freetdi,NaN,NaN
3,20,26,NaN,freetdi,NaN,NaN
3,20,27,NaN,freetdi,NaN,NaN
3,20,28,NaN,freetdi,NaN,NaN
3,20,29,NaN,freetdi,NaN,NaN
3,20,30,NaN,freetdi,NaN,NaN
3,20,31,NaN,freetdi,NaN,NaN
3,20,32,NaN,freetdi,NaN,NaN
3,20,33,NaN,freetdi,NaN,NaN
3,20,34,NaN,freetdi,NaN,NaN
3,20,35,NaN,freetdi,NaN,NaN
3,20,36,NaN,freetdi,NaN,NaN
3,20,37,NaN,freetdi,NaN,NaN
3,20,38,NaN,freetdi,NaN,NaN
3,20,39,NaN,freetdi,NaN,NaN
3,20,40,NaN,freetdi,NaN,NaN
3,20,41,NaN,freetdi,NaN,NaN
3,20,42,NaN,freetdi,NaN,NaN
3,20,43,NaN,freetdi,NaN,NaN
3,20,44,NaN,freetdi,NaN,NaN
3,20,45,NaN,freetdi,NaN,NaN
3,20,46,NaN,freetdi,NaN,NaN
3,20,47,NaN,freetdi,NaN,NaN
3,20,48,NaN,freetdi,NaN,NaN
3,20,49,NaN,freetdi,NaN,NaN
3,22,0,7,freetdi,0.011,1.31945
3,22,1,5,freetdi,0.008,0.59556
3,22,2,6,freetdi,0.008,0.776171
3,22,3,7,freetdi,0.008,1.44853
3,22,4,6,freetdi,0.005,0.864431
3,22,5,7,freetdi,0.011,1.26045
3,22,6,5,freetdi,0.005,0.631591
3,22,7,6,freetdi,0.01,0.869207
3,22,8,7,freetdi,0.012,1.3739
3,22,9,7,freetdi,0.017,1.84019
3,22,10,7,freetdi,0.011,1.41584
3,22,11,5,freetdi,0.004,0.71766
3,22,12,6,freetdi,0.011,1.01504
3,22,13,6,freetdi,0.007,0.87741
3,22,14,5,freetdi,0.012,0.621736
3,22,15,5,freetdi,0.007,0.619491
3,22,16,6,freetdi,0.01,0.900478
3,22,17,7,freetdi,0.01,1.86943
3,22,18,7,freetdi,0.012,1.54749
3,22,19,6,freetdi,0.007,1.08236
3,22,20,7,freetdi,0.012,1.71095
3,22,21,7,freetdi,0.01,2.03368
3,22,22,8,freetdi,0.016,3.76714
3,22,23,6,freetdi,0.011,0.719904
3,22,24,7,freetdi,0.011,1.47778
3,22,25,6,freetdi,0.008,0.823801
3,22,26,6,freetdi,0.009,0.778413
3,22,27,7,freetdi,0.015,2.15002
3,22,28,5,freetdi,0.003,0.484012
3,22,29,6,freetdi,0.008,1.08802
3,22,30,7,freetdi,0.008,2.03882
3,22,31,6,freetdi,0.012,1.07942
3,22,32,5,freetdi,0.007,0.572541
3,22,33,6,freetdi,0.009,0.994691
3,22,34,6,freetdi,0.01,0.732109
3,22,35,7,freetdi,0.008,1.55503
3,22,36,6,freetdi,0.009,0.980104
3,22,37,6,freetdi,0.007,0.821126
3,22,38,6,freetdi,0.009,1.04427
3,22,39,6,freetdi,0.008,0.803857
3,22,40,7,freetdi,0.012,1.48556
3,22,41,6,freetdi,0.006,0.766483
3,22,42,6,freetdi,0.008,0.919749
3,22,43,6,freetdi,0.007,0.96108
3,22,44,6,freetdi,0.012,1.0054
3,22,45,6,freetdi,0.009,0.835165
3,22,46,5,freetdi,0.007,0.611026
3,22,47,6,freetdi,0.011,0.711779
3,22,48,6,freetdi,0.008,0.911346
3,22,49,6,freetdi,0.01,1.07626
3,24,0,NaN,freetdi,NaN,NaN
3,24,1,NaN,freetdi,NaN,NaN
3,24,2,NaN,freetdi,NaN,NaN
3,24,3,NaN,freetdi,NaN,NaN
3,24,4,NaN,freetdi,NaN,NaN
3,24,5,NaN,freetdi,NaN,NaN
3,24,6,NaN,freetdi,NaN,NaN
3,24,7,NaN,freetdi,NaN,NaN
3,24,8,NaN,freetdi,NaN,NaN
3,24,9,NaN,freetdi,NaN,NaN
3,24,10,NaN,freetdi,NaN,NaN
3,24,11,NaN,freetdi,NaN,NaN
3,24,12,NaN,freetdi,NaN,NaN
3,24,13,NaN,freetdi,NaN,NaN
3,24,14,NaN,freetdi,NaN,NaN
3,24,15,NaN,freetdi,NaN,NaN
3,24,16,NaN,freetdi,NaN,NaN
3,24,17,NaN,freetdi,NaN,NaN
3,24,18,NaN,freetdi,NaN,NaN
3,24,19,NaN,freetdi,NaN,NaN
3,24,20,NaN,freetdi,NaN,NaN
3,24,21,NaN,freetdi,NaN,NaN
3,24,22,NaN,freetdi,NaN,NaN
3,24,23,NaN,freetdi,NaN,NaN
3,24,24,NaN,freetdi,NaN,NaN
3,24,25,NaN,freetdi,NaN,NaN
3,24,26,NaN,freetdi,NaN,NaN
3,24,27,NaN,freetdi,NaN,NaN
3,24,28,NaN,freetdi,NaN,NaN
3,24,29,NaN,freetdi,NaN,NaN
3,24,30,NaN,freetdi,NaN,NaN
3,24,31,NaN,freetdi,NaN,NaN
3,24,32,NaN,freetdi,NaN,NaN
3,24,33,NaN,freetdi,NaN,NaN
3,24,34,NaN,freetdi,NaN,NaN
3,24,35,NaN,freetdi,NaN,NaN
3,24,36,NaN,freetdi,NaN,NaN
3,24,37,NaN,freetdi,NaN,NaN
3,24,38,NaN,freetdi,NaN,NaN
3,24,39,NaN,freetdi,NaN,NaN
3,24,40,NaN,freetdi,NaN,NaN
3,24,41,NaN,freetdi,NaN,NaN
3,24,42,NaN,freetdi,NaN,NaN
3,24,43,NaN,freetdi,NaN,NaN
3,24,44,NaN,freetdi,NaN,NaN
3,24,45,NaN,freetdi,NaN,NaN
3,24,46,NaN,freetdi,NaN,NaN
3,24,47,NaN,freetdi,NaN,NaN
3,24,48,NaN,freetdi,NaN,NaN
3,24,49,NaN,freetdi,NaN,NaN
3,26,0,7,freetdi,0.018,2.16981
3,26,1,8,freetdi,0.017,4.84968
3,26,2,6,freetdi,0.013,1.51862
3,26,3,7,freetdi,0.015,1.98718
3,26,4,7,freetdi,0.01,2.0979
3,26,5,6,freetdi,0.008,1.1449
3,26,6,7,freetdi,0.014,2.78715
3,26,7,8,freetdi,0.017,4.92138
3,26,8,7,freetdi,0.009,3.93049
3,26,9,6,freetdi,0.01,1.03006
3,26,10,6,freetdi,0.009,1.20797
3,26,11,6,freetdi,0.009,0.968368
3,26,12,7,freetdi,0.008,1.71028
3,26,13,6,freetdi,0.009,1.32774
3,26,14,6,freetdi,0.008,1.61377
3,26,15,6,freetdi,0.008,1.27268
3,26,16,7,freetdi,0.015,2.40743
3,26,17,7,freetdi,0.017,2.82697
3,26,18,6,freetdi,0.006,1.49991
3,26,19,6,freetdi,0.009,1.03509
3,26,20,7,freetdi,0.018,1.98221
3,26,21,7,freetdi,0.014,2.29506
3,26,22,7,freetdi,0.014,2.04564
3,26,23,7,freetdi,0.013,1.90182
3,26,24,8,freetdi,0.046,6.59965
3,26,25,7,freetdi,0.017,2.17316
3,26,26,6,freetdi,0.005,1.05925
3,26,27,8,freetdi,0.021,3.96382
3,26,28,7,freetdi,0.014,3.11178
3,26,29,6,freetdi,0.01,1.3582
3,26,30,6,freetdi,0.011,1.18129
3,26,31,7,freetdi,0.015,1.61696
3,26,32,5,freetdi,0.008,0.859711
3,26,33,6,freetdi,0.015,1.51232
3,26,34,7,freetdi,0.009,2.24115
3,26,35,7,freetdi,0.007,1.90838
3,26,36,7,freetdi,0.017,2.55484
3,26,37,6,freetdi,0.007,1.28757
3,26,38,6,freetdi,0.011,1.24126
3,26,39,8,freetdi,0.069,8.0022
3,26,40,6,freetdi,0.014,1.39814
3,26,41,7,freetdi,0.014,2.03612
3,26,42,7,freetdi,0.013,2.65983
3,26,43,6,freetdi,0.009,1.29742
3,26,44,6,freetdi,0.009,1.06398
3,26,45,6,freetdi,0.006,1.19522
3,26,46,7,freetdi,0.009,3.34674
3,26,47,7,freetdi,0.009,1.74939
3,26,48,7,freetdi,0.01,1.8097
3,26,49,8,freetdi,0.037,6.96181
3,28,0,NaN,freetdi,NaN,NaN
3,28,1,NaN,freetdi,NaN,NaN
3,28,2,NaN,freetdi,NaN,NaN
3,28,3,NaN,freetdi,NaN,NaN
3,28,4,NaN,freetdi,NaN,NaN
3,28,5,NaN,freetdi,NaN,NaN
3,28,6,NaN,freetdi,NaN,NaN
3,28,7,NaN,freetdi,NaN,NaN
3,28,8,NaN,freetdi,NaN,NaN
3,28,9,NaN,freetdi,NaN,NaN
3,28,10,NaN,freetdi,NaN,NaN
3,28,11,NaN,freetdi,NaN,NaN
3,28,12,NaN,freetdi,NaN,NaN
3,28,13,NaN,freetdi,NaN,NaN
3,28,14,NaN,freetdi,NaN,NaN
3,28,15,NaN,freetdi,NaN,NaN
3,28,16,NaN,freetdi,NaN,NaN
3,28,17,NaN,freetdi,NaN,NaN
3,28,18,NaN,freetdi,NaN,NaN
3,28,19,NaN,freetdi,NaN,NaN
3,28,20,NaN,freetdi,NaN,NaN
3,28,21,NaN,freetdi,NaN,NaN
3,28,22,NaN,freetdi,NaN,NaN
3,28,23,NaN,freetdi,NaN,NaN
3,28,24,NaN,freetdi,NaN,NaN
3,28,25,NaN,freetdi,NaN,NaN
3,28,26,NaN,freetdi,NaN,NaN
3,28,27,NaN,freetdi,NaN,NaN
3,28,28,NaN,freetdi,NaN,NaN
3,28,29,NaN,freetdi,NaN,NaN
3,28,30,NaN,freetdi,NaN,NaN
3,28,31,NaN,freetdi,NaN,NaN
3,28,32,NaN,freetdi,NaN,NaN
3,28,33,NaN,freetdi,NaN,NaN
3,28,34,NaN,freetdi,NaN,NaN
3,28,35,NaN,freetdi,NaN,NaN
3,28,36,NaN,freetdi,NaN,NaN
3,28,37,NaN,freetdi,NaN,NaN
3,28,38,NaN,freetdi,NaN,NaN
3,28,39,NaN,freetdi,NaN,NaN
3,28,40,NaN,freetdi,NaN,NaN
3,28,41,NaN,freetdi,NaN,NaN
3,28,42,NaN,freetdi,NaN,NaN
3,28,43,NaN,freetdi,NaN,NaN
3,28,44,NaN,freetdi,NaN,NaN
3,28,45,NaN,freetdi,NaN,NaN
3,28,46,NaN,freetdi,NaN,NaN
3,28,47,NaN,freetdi,NaN,NaN
3,28,48,NaN,freetdi,NaN,NaN
3,28,49,NaN,freetdi,NaN,NaN
3,30,0,8,freetdi,0.021,6.83183
3,30,1,7,freetdi,0.018,2.82251
3,30,2,8,freetdi,0.046,9.55928
3,30,3,8,freetdi,0.023,6.67649
3,30,4,7,freetdi,0.014,2.22534
3,30,5,9,freetdi,0.255,23.5178
3,30,6,7,freetdi,0.009,2.40482
3,30,7,8,freetdi,0.038,12.9074
3,30,8,7,freetdi,0.011,4.17261
3,30,9,8,freetdi,0.019,6.45228
3,30,10,8,freetdi,0.041,9.29412
3,30,11,9,freetdi,0.202,19.1057
3,30,12,8,freetdi,0.03,7.79529
3,30,13,7,freetdi,0.017,2.706
3,30,14,8,freetdi,0.063,7.23595
3,30,15,8,freetdi,0.054,9.58993
3,30,16,8,freetdi,0.03,5.59031
3,30,17,8,freetdi,0.02,6.5662
3,30,18,8,freetdi,0.034,6.29848
3,30,19,8,freetdi,0.044,8.17973
3,30,20,8,freetdi,0.059,12.1404
3,30,21,7,freetdi,0.013,3.26095
3,30,22,7,freetdi,0.012,2.86765
3,30,23,7,freetdi,0.012,2.59963
3,30,24,8,freetdi,0.034,7.14413
3,30,25,6,freetdi,0.011,1.51226
3,30,26,8,freetdi,0.05,7.60177
3,30,27,7,freetdi,0.02,4.83378
3,30,28,7,freetdi,0.013,2.26235
3,30,29,7,freetdi,0.022,2.84398
3,30,30,7,freetdi,0.015,3.39964
3,30,31,8,freetdi,0.08,7.6144
3,30,32,7,freetdi,0.015,3.45305
3,30,33,7,freetdi,0.009,3.27603
3,30,34,6,freetdi,0.008,1.5687
3,30,35,9,freetdi,0.088,21.2271
3,30,36,7,freetdi,0.011,2.70917
3,30,37,8,freetdi,0.077,11.0268
3,30,38,8,freetdi,0.047,11.4299
3,30,39,7,freetdi,0.016,3.94557
3,30,40,6,freetdi,0.011,1.85932
3,30,41,6,freetdi,0.01,1.40452
3,30,42,7,freetdi,0.016,3.51462
3,30,43,8,freetdi,0.053,7.25683
3,30,44,7,freetdi,0.022,3.04772
3,30,45,6,freetdi,0.007,1.53042
3,30,46,7,freetdi,0.016,4.4244
3,30,47,7,freetdi,0.021,3.79442
3,30,48,8,freetdi,0.067,9.08111
3,30,49,7,freetdi,0.021,4.1362
4,10,0,6,freetdi,0.006,0.257771
4,10,1,7,freetdi,0.009,0.958489
4,10,2,6,freetdi,0.005,0.282613
4,10,3,6,freetdi,0.009,0.332088
4,10,4,6,freetdi,0.011,0.317445
4,10,5,7,freetdi,0.009,0.631601
4,10,6,6,freetdi,0.007,0.343929
4,10,7,7,freetdi,0.009,0.979122
4,10,8,7,freetdi,0.014,0.675593
4,10,9,7,freetdi,0.008,0.815479
4,10,10,6,freetdi,0.007,0.344686
4,10,11,7,freetdi,0.006,0.999002
4,10,12,6,freetdi,0.009,0.353906
4,10,13,6,freetdi,0.01,0.363235
4,10,14,7,freetdi,0.012,0.576054
4,10,15,7,freetdi,0.008,0.545094
4,10,16,6,freetdi,0.008,0.324159
4,10,17,7,freetdi,0.006,0.554421
4,10,18,6,freetdi,0.008,0.379322
4,10,19,6,freetdi,0.008,0.31848
4,10,20,7,freetdi,0.01,0.690761
4,10,21,7,freetdi,0.007,0.819613
4,10,22,7,freetdi,0.008,0.829146
4,10,23,6,freetdi,0.004,0.387712
4,10,24,7,freetdi,0.005,0.757171
4,10,25,6,freetdi,0.008,0.291561
4,10,26,7,freetdi,0.008,0.488529
4,10,27,7,freetdi,0.007,0.938948
4,10,28,6,freetdi,0.008,0.282557
4,10,29,6,freetdi,0.004,0.404757
4,10,30,7,freetdi,0.003,1.10587
4,10,31,7,freetdi,0.012,0.846563
4,10,32,7,freetdi,0.008,0.824266
4,10,33,5,freetdi,0.006,0.212608
4,10,34,7,freetdi,0.009,0.804135
4,10,35,7,freetdi,0.011,0.495557
4,10,36,7,freetdi,0.009,0.577539
4,10,37,6,freetdi,0.009,0.387604
4,10,38,7,freetdi,0.015,0.647758
4,10,39,7,freetdi,0.004,0.496572
4,10,40,7,freetdi,0.007,0.667951
4,10,41,6,freetdi,0.002,0.240446
4,10,42,8,freetdi,0.011,1.74768
4,10,43,7,freetdi,0.011,0.687527
4,10,44,7,freetdi,0.004,0.576282
4,10,45,6,freetdi,0.004,0.379143
4,10,46,6,freetdi,0.006,0.382152
4,10,47,6,freetdi,0.009,0.336882
4,10,48,6,freetdi,0.006,0.357706
4,10,49,6,freetdi,0.01,0.421531
4,12,0,NaN,freetdi,NaN,NaN
4,12,1,NaN,freetdi,NaN,NaN
4,12,2,NaN,freetdi,NaN,NaN
4,12,3,NaN,freetdi,NaN,NaN
4,12,4,NaN,freetdi,NaN,NaN
4,12,5,NaN,freetdi,NaN,NaN
4,12,6,NaN,freetdi,NaN,NaN
4,12,7,NaN,freetdi,NaN,NaN
4,12,8,NaN,freetdi,NaN,NaN
4,12,9,NaN,freetdi,NaN,NaN
4,12,10,NaN,freetdi,NaN,NaN
4,12,11,NaN,freetdi,NaN,NaN
4,12,12,NaN,freetdi,NaN,NaN
4,12,13,NaN,freetdi,NaN,NaN
4,12,14,NaN,freetdi,NaN,NaN
4,12,15,NaN,freetdi,NaN,NaN
4,12,16,NaN,freetdi,NaN,NaN
4,12,17,NaN,freetdi,NaN,NaN
4,12,18,NaN,freetdi,NaN,NaN
4,12,19,NaN,freetdi,NaN,NaN
4,12,20,NaN,freetdi,NaN,NaN
